from_stop_id,from_stop_name,to_stop_id,to_stop_name,min_travel_time_seconds,line
A38S,Fulton St,A40S,High St,180,NA
G36S,Fulton St,A42S,Hoyt-Schermerhorn Sts,90,NA
229N,Fulton St,228N,Park Place,120,NA
229S,Fulton St,230S,Wall St,60,NA
418S,Fulton St,419S,Wall St,60,NA
J30N,Gates Av,J28N,Chauncey St,150,NA
J30N,Gates Av,J29N,Halsey St,90,NA
J30S,Gates Av,J31S,Kosciuszko St,90,NA
J30S,Gates Av,M11S,Myrtle Av,180,NA
L11S,Graham Av,L12S,Grand St,90,NA
L11N,Graham Av,L10N,Lorimer St,60,NA
237N,Grand Army Plaza,236N,Bergen St,120,NA
237S,Grand Army Plaza,238S,Eastern Pkwy-Brooklyn Museum,90,NA
G12S,Grand Av-Newtown,G13S,Elmhurst Av,90,NA
G12N,Grand Av-Newtown,G11N,Woodhaven Blvd,90,NA
631S,Grand Central-42 St,635S,14 St-Union Sq,210,NA
631S,Grand Central-42 St,632S,33 St,120,NA
723S,Grand Central-42 St,724S,5 Av,60,NA
631N,Grand Central-42 St,630N,51 St,90,NA
631N,Grand Central-42 St,629N,59 St,120,NA
901N,Grand Central-42 St,902N,Times Sq-42 St,90,NA
723N,Grand Central-42 St,721N,Vernon Blvd-Jackson Av,270,NA
D22S,Grand St,R31S,Atlantic Av-Barclays Ctr,630,NA
D22N,Grand St,D21N,Broadway-Lafayette St,120,NA
D22S,Grand St,R30S,DeKalb Av,480,NA
L12N,Grand St,L11N,Graham Av,90,NA
L12S,Grand St,L13S,Montrose Av,60,NA
A57S,Grant Av,A59S,80 St,90,NA
A57N,Grant Av,A55N,Euclid Av,90,NA
S23N,Grant City,S24N,Jefferson Av,60,SIR
S23S,Grant City,S22S,New Dorp,120,SIR
S27N,Grasmere,S28N,Clifton,180,SIR
S27S,Grasmere,S26S,Old Town,120,SIR
S19N,Great Kills,S20N,Bay Terrace,120,SIR
S19S,Great Kills,S18S,Eltingville,120,SIR
G26N,Greenpoint Av,G24N,21 St,150,NA
G26S,Greenpoint Av,G28S,Nassau Av,60,NA
208N,Gun Hill Rd,207N,219 St,90,NA
503N,Gun Hill Rd,502N,Baychester Av,120,NA
208S,Gun Hill Rd,209S,Burke Av,90,NA
503S,Gun Hill Rd,504S,Pelham Pkwy,150,NA
J29N,Halsey St,J27N,Broadway Junction,150,NA
J29N,Halsey St,J28N,Chauncey St,90,NA
J29S,Halsey St,J30S,Gates Av,90,NA
J29S,Halsey St,J31S,Kosciuszko St,150,NA
L19N,Halsey St,L17N,Myrtle-Wyckoff Avs,90,NA
L19S,Halsey St,L20S,Wilson Av,150,NA
301S,Harlem-148 St,302S,145 St,90,NA
M14N,Hewes St,M13N,Lorimer St,90,NA
M14S,Hewes St,M13S,Lorimer St,90,NA
M14N,Hewes St,M16N,Marcy Av,60,NA
M14S,Hewes St,M16S,Marcy Av,60,NA
A40N,High St,A38N,Fulton St,180,NA
A40S,High St,A41S,Jay St-MetroTech,120,NA
134S,Houston St,135S,Canal St,90,NA
134N,Houston St,133N,Christopher St-Sheridan Sq,90,NA
H03N,Howard Beach-JFK Airport,H02N,Aqueduct-N Conduit Av,120,NA
H03S,Howard Beach-JFK Airport,H04S,Broad Channel,390,NA
233N,Hoyt St,232N,Borough Hall,90,NA
233S,Hoyt St,234S,Nevins St,60,NA
A42S,Hoyt-Schermerhorn Sts,F20S,Bergen St,90,NA
A42N,Hoyt-Schermerhorn Sts,G36N,Fulton St,90,NA
A42N,Hoyt-Schermerhorn Sts,A41N,Jay St-MetroTech,90,NA
A42S,Hoyt-Schermerhorn Sts,A43S,Lafayette Av,120,NA
A42S,Hoyt-Schermerhorn Sts,A46S,Nostrand Av,270,NA
S16N,Huguenot,S17N,Annadale,120,SIR
S16S,Huguenot,S15S,Prince's Bay,120,SIR
720N,Hunters Point Av,719N,Court Sq,90,NA
720S,Hunters Point Av,721S,Vernon Blvd-Jackson Av,30,NA
613S,Hunts Point Av,619S,3 Av-138 St,360,NA
613S,Hunts Point Av,614S,Longwood Av,90,NA
613N,Hunts Point Av,608N,Parkchester,300,NA
613N,Hunts Point Av,612N,Whitlock Av,90,NA
218S,Intervale Av,219S,Prospect Av,60,NA
218N,Intervale Av,217N,Simpson St,60,NA
A02S,Inwood-207 St,A03S,Dyckman St,90,NA
220S,Jackson Av,221S,3 Av-149 St,120,NA
220N,Jackson Av,219N,Prospect Av,90,NA
G14S,Jackson Hts-Roosevelt Av,B04S,21 St-Queensbridge,360,NA
G14S,Jackson Hts-Roosevelt Av,G15S,65 St,90,NA
G14N,Jackson Hts-Roosevelt Av,G13N,Elmhurst Av,90,NA
G14N,Jackson Hts-Roosevelt Av,G08N,Forest Hills-71 Av,330,NA
G14S,Jackson Hts-Roosevelt Av,G21S,Queens Plaza,300,NA
G05S,Jamaica Center-Parsons/Archer,G06S,Sutphin Blvd-Archer Av-JFK Airport,60,NA
F01S,Jamaica-179 St,F02S,169 St,90,NA
F01S,Jamaica-179 St,F03S,Parsons Blvd,180,NA
G07S,Jamaica-Van Wyck,F05S,Briarwood,90,NA
G07S,Jamaica-Van Wyck,F06S,Kew Gardens-Union Tpke,180,NA
G07N,Jamaica-Van Wyck,G06N,Sutphin Blvd-Archer Av-JFK Airport,120,NA
A41S,Jay St-MetroTech,F24S,7 Av,420,NA
A41S,Jay St-MetroTech,F20S,Bergen St,150,NA
R29N,Jay St-MetroTech,R28N,Court St,90,NA
R29S,Jay St-MetroTech,R30S,DeKalb Av,90,NA
A41N,Jay St-MetroTech,A40N,High St,120,NA
A41S,Jay St-MetroTech,A42S,Hoyt-Schermerhorn Sts,90,NA
A41N,Jay St-MetroTech,F18N,York St,90,NA
S24N,Jefferson Av,S25N,Dongan Hills,120,SIR
S24S,Jefferson Av,S23S,Grant City,60,SIR
L15S,Jefferson St,L16S,DeKalb Av,90,NA
L15N,Jefferson St,L14N,Morgan Av,120,NA
707N,Junction Blvd,706N,103 St-Corona Plaza,60,NA
707S,Junction Blvd,712S,61 St-Woodside,240,NA
707S,Junction Blvd,708S,90 St-Elmhurst Av,60,NA
707N,Junction Blvd,702N,Mets-Willets Point,210,NA
254S,Junius St,255S,Pennsylvania Av,90,NA
254N,Junius St,253N,Rockaway Av,60,NA
F06S,Kew Gardens-Union Tpke,F07S,75 Av,90,NA
F06N,Kew Gardens-Union Tpke,F05N,Briarwood,120,NA
F06S,Kew Gardens-Union Tpke,G08S,Forest Hills-71 Av,180,NA
F06N,Kew Gardens-Union Tpke,G07N,Jamaica-Van Wyck,180,NA
F06N,Kew Gardens-Union Tpke,F03N,Parsons Blvd,240,NA
D35N,Kings Hwy,D34N,Avenue M,120,NA
F35N,Kings Hwy,F34N,Avenue P,90,NA
D35S,Kings Hwy,D37S,Avenue U,120,NA
F35S,Kings Hwy,F36S,Avenue U,90,NA
N08S,Kings Hwy,N09S,Avenue U,120,NA
N08N,Kings Hwy,N07N,Bay Pkwy,120,NA
D35N,Kings Hwy,D31N,Newkirk Plaza,270,NA
D35S,Kings Hwy,D39S,Sheepshead Bay,240,NA
D04N,Kingsbridge Rd,D03N,Bedford Park Blvd,120,NA
406N,Kingsbridge Rd,405N,Bedford Park Blvd-Lehman College,120,NA
406S,Kingsbridge Rd,407S,Fordham Rd,60,NA
D04S,Kingsbridge Rd,D05S,Fordham Rd,90,NA
249S,Kingston Av,250S,Crown Hts-Utica Av,120,NA
249N,Kingston Av,248N,Nostrand Av,90,NA
A47N,Kingston-Throop Avs,A46N,Nostrand Av,90,NA
A47S,Kingston-Throop Avs,A48S,Utica Av,90,NA
M09N,Knickerbocker Av,M10N,Central Av,120,NA
M09S,Knickerbocker Av,M08S,Myrtle-Wyckoff Avs,90,NA
J31N,Kosciuszko St,J30N,Gates Av,90,NA
J31N,Kosciuszko St,J29N,Halsey St,150,NA
J31S,Kosciuszko St,M11S,Myrtle Av,90,NA
A43S,Lafayette Av,A44S,Clinton-Washington Avs,90,NA
A43N,Lafayette Av,A42N,Hoyt-Schermerhorn Sts,90,NA
F11S,Lexington Av/53 St,F12S,5 Av/53 St,90,NA
F11N,Lexington Av/53 St,F09N,Court Sq-23 St,180,NA
R11S,Lexington Av/59 St,R13S,5 Av/59 St,90,NA
R11N,Lexington Av/59 St,G21N,Queens Plaza,330,NA
R11N,Lexington Av/59 St,R09N,Queensboro Plaza,270,NA
B08S,Lexington Av/63 St,B10S,57 St,150,NA
B08S,Lexington Av/63 St,R14S,57 St-7 Av,180,NA
B08N,Lexington Av/63 St,Q03N,72 St,120,NA
B08N,Lexington Av/63 St,B06N,Roosevelt Island,120,NA
A52N,Liberty Av,A51N,Broadway Junction,120,NA
A52S,Liberty Av,A53S,Van Siclen Av,90,NA
L26S,Livonia Av,L27S,New Lots Av,90,NA
L26N,Livonia Av,L25N,Sutter Av,60,NA
614S,Longwood Av,615S,E 149 St,90,NA
614N,Longwood Av,613N,Hunts Point Av,90,NA
L10N,Lorimer St,L08N,Bedford Av,90,NA
M13N,Lorimer St,M12N,Flushing Av,90,NA
M13S,Lorimer St,M12S,Flushing Av,90,NA
L10S,Lorimer St,L11S,Graham Av,60,NA
M13N,Lorimer St,M14N,Hewes St,60,NA
M13S,Lorimer St,M14S,Hewes St,60,NA
106S,Marble Hill-225 St,107S,215 St,90,NA
106N,Marble Hill-225 St,104N,231 St,90,NA
M16N,Marcy Av,M18N,Delancey St-Essex St,450,NA
M16S,Marcy Av,M18S,Delancey St-Essex St,450,NA
M16N,Marcy Av,M14N,Hewes St,60,NA
M16S,Marcy Av,M14S,Hewes St,60,NA
M16N,Marcy Av,M11N,Myrtle Av,240,NA
G29S,Metropolitan Av,G30S,Broadway,90,NA
G29N,Metropolitan Av,G28N,Nassau Av,150,NA
702S,Mets-Willets Point,705S,111 St,90,NA
702N,Mets-Willets Point,701N,Flushing-Main St,210,NA
702S,Mets-Willets Point,707S,Junction Blvd,210,NA
M01N,Middle Village-Metropolitan Av,M04N,Fresh Pond Rd,120,NA
603N,Middletown Rd,602N,Buhre Av,90,NA
603S,Middletown Rd,604S,Westchester Sq-E Tremont Av,90,NA
L13N,Montrose Av,L12N,Grand St,60,NA
L13S,Montrose Av,L14S,Morgan Av,90,NA
L14S,Morgan Av,L15S,Jefferson St,120,NA
L14N,Morgan Av,L13N,Montrose Av,90,NA
505S,Morris Park,213S,E 180 St,180,NA
505N,Morris Park,504N,Pelham Pkwy,60,NA
610S,Morrison Av-Soundview,611S,Elder Av,60,NA
610N,Morrison Av-Soundview,609N,St Lawrence Av,60,NA
402S,Mosholu Pkwy,405S,Bedford Park Blvd-Lehman College,90,NA
402N,Mosholu Pkwy,401N,Woodlawn,120,NA
411S,Mt Eden Av,412S,170 St,60,NA
411N,Mt Eden Av,410N,176 St,60,NA
M11S,Myrtle Av,M10S,Central Av,120,NA
M11N,Myrtle Av,M12N,Flushing Av,90,NA
